ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,CommitteeName,CommitteeIdentificationNumber,DisclosureNameOfCommittee,AdvertisingJurisdiction,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
e5ecc20caf642dd41aff17d1d8ba6edaa5c32d37c9bd60594926016b9bfca41e,https://www.snap.com/political-ads/asset/6f51b72d02c4dd26e4ef2334f8b2a3be6a7c7bb4c58c8cdafb5bd397d2b8df82?mediaType=png,EUR,44,9497,2023/03/08 23:00:00Z,2023/03/13 22:59:00Z,Provincie Utrecht,NL,,Provincie Utrecht,,,,,,18-35,netherlands,Utrecht,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://kiesjouwutrecht.nl/kieskompas/?utm_source=snapchat&utm_medium=social&utm_campaign=olifantmedia-provstatenverkiezingen&utm_content=story-1
e903c6fdb9e912ede801dbaabc88209378598730f0892c47fed12681019aedd8,https://www.snap.com/political-ads/asset/b1d286cd794a1e1922e480c6f1e6e51235fe57b4985bde1e326754531ca6043f?mediaType=mp4,USD,82,33114,2023/03/16 17:15:43Z,2023/03/22 03:59:00Z,FOGLAMP,"One Thomas Circle,Washigton,20005,US",,March for Our LIves,,,,,,,united states,Florida,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://secure.everyaction.com/yvNm3VZQfU2PKm0nDNIY4g2?utm_source={{campaign.name}}&utm_campaign={{adSet.name}}&refcode=MFOL-CA-5thAni-campaign-snap
ab599bdd9e4071c9a4fa0c7536dd6be94bcfcafc834f31e5af85cc839523ec27,https://www.snap.com/political-ads/asset/4ad677592fa8acd00bb36f5fab15ffb0f60b596686d716dcd881134f5f5410bd?mediaType=mp4,USD,214,14941,2023/01/20 22:00:06Z,2023/04/01 03:59:00Z,"American Civil Liberties Union, Inc.","125 Broad St., 18th Floor,New York,10004,US",,American Civil Liberties Union,,,,,,18+,united states,,,,,,,"New York,Los Angeles,Chicago,Dallas - Ft. Worth,Houston,Washington,Philadelphia,Atlanta,Miami - Ft. Lauderdale,Phoenix (prescott),Boston (manchester),San Francisco - Oakland - San Jose,Detroit,Seattle - Tacoma,Minneapolis - St. Paul",,,,,,"Green Living Enthusiasts,Vegans & Organic Foodies,Beachgoers & Surfers,vac_170,vac_172,Yoga Enthusiasts,vac_264,vac_63",,Provided by Advertiser,en,,,,web_view_url:https://www.aclu.org/news/reproductive-freedom/the-best-decision-how-abortion-changed-these-lives-for-the-better?utm_source=sc&utm_medium=pm&utm_campaign={{campaign.name}}&utm_content={{adSet.name}}-{{creative.name}}&utm_term=pm-{{adSet.id}}-{{ad.id}}&initms_aff=nat&initms_chan=pm&initms={{campaign.name}}-{{adSet.name}}-{{creative.name}}&ms_aff=nat&ms_chan=pm&ms={{campaign.name}}-{{adSet.name}}-{{creative.name}}
c26f65a3cd4d9996fd623862a52d5ac5cb336ce4ad36f15cdecdf771902d5169,https://www.snap.com/political-ads/asset/ac36f888d02db374febe0f2cb93c696892a502d4e029167d76a5f312418acd5f?mediaType=mp4,USD,39,44271,2023/01/26 00:20:23Z,2023/02/19 10:59:00Z,Rainmakers MSA,"5 Eglon Street, Parnell,Auckland,1052,NZ",,New Zealand National Party,,,,,,,new zealand,,,,,,,,"Auckland,Wellington,Christchurch",,,,,,,Provided by Advertiser,,,,,
7f278b5ba78131604cef6cc2941ee037f83c3e54086099d299b2e1a48695b956,https://www.snap.com/political-ads/asset/2052f6bce23a2545316d5a8897c0495d6bd83760cdcd6f17d833b59dcef4e4a9?mediaType=mp4,USD,767,22422,2023/02/07 05:00:33Z,2023/02/28 04:59:59Z,Red Edge LLC,"2300 Clarendon Blvd,Arlington,22201,US",,NSSF,,,,,FEMALE,25-49,united states,"District of Columbia,Virginia,Maryland,Arizona,Georgia,North Carolina,Colorado,Pennsylvania",,,,,,,,,,,,,,Provided by Advertiser,en,"Education (Bachelor Degree),Occupation (Business, Finance or Mgmt),Occupation (Legal, Education or Health),Occupation (Office & Administrative)",,,web_view_url:https://www.nssfrealsolutions.org/safer-communities/?utm_source=snap&utm_medium=cpm&utm_campaign=20230201
3af8cec51fc4f2de23d23309384af53405fb7ad75901b360576bd8a87b889462,https://www.snap.com/political-ads/asset/00b1832c497729dd270a83fdd2672270fd8fbb3bdaf281abff8ec1b33eaf2254?mediaType=mp4,USD,998,172425,2023/01/20 22:00:06Z,2023/04/01 03:59:00Z,"American Civil Liberties Union, Inc.","125 Broad St., 18th Floor,New York,10004,US",,American Civil Liberties Union,,,,,,18+,united states,,,,,,,"New York,Los Angeles,Chicago,Dallas - Ft. Worth,Houston,Washington,Philadelphia,Atlanta,Miami - Ft. Lauderdale,Phoenix (prescott),Boston (manchester),San Francisco - Oakland - San Jose,Detroit,Seattle - Tacoma,Minneapolis - St. Paul",,,,,,"Advocates & Activists,Philanthropists",,Provided by Advertiser,en,,,,web_view_url:https://www.aclu.org/news/reproductive-freedom/fighting-against-criminalization-abortion-rights-acdi?utm_source=sc&utm_medium=pm&utm_campaign={{campaign.name}}&utm_content={{adSet.name}}-{{creative.name}}&utm_term=pm-{{adSet.id}}-{{ad.id}}&initms_aff=nat&initms_chan=pm&initms={{campaign.name}}-{{adSet.name}}-{{creative.name}}&ms_aff=nat&ms_chan=pm&ms={{campaign.name}}-{{adSet.name}}-{{creative.name}}
282e01796e1c085351581b1f7b29d00ec8062d1c4298d14163d8bca4560c01c1,https://www.snap.com/political-ads/asset/d398c8313c88558949b269c831b46cb71fc109637eea09a3cc0b5d8c9b270179?mediaType=mp4,EUR,246,56886,2023/03/06 12:00:41Z,2023/04/02 19:00:00Z,OMD Finland Oy,"Lintulahdenkatu 3,Helsinki,00530,FI",,Social Democratic Party,,,,,,18-34,finland,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.sdp.fi/ehdokkaat?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=ek-vaalit2023
2d388254ae316df87f964b267fe22282e8ab4a9f0aaa51f87ad3f301c4133452,https://www.snap.com/political-ads/asset/1e2f56aa9371b17f82dc8d1271125aa3b5d8a36c9bafa13cdab200b96272e391?mediaType=png,USD,60,2494,2023/03/15 14:00:04Z,2023/03/16 17:00:00Z,Blueprint Interactive,"1220 19th Street NW,Washington,20036,US",,Welcome with Dignity,,,,,,18-25,united states,,Pennsylvania,,,,,Washington,,,,,,,,Provided by Advertiser,,"College Graduates,Education (High School Diploma),Education (Some College),Education (Bachelor Degree),Education (Graduate Degree)",,,web_view_url:https://welcomewithdignity.org/nodetention-saveasylum
d99e7116e4ee0cd27c71611acc02b4f9a865a87293bcd3d232a10b5f5e995b7e,https://www.snap.com/political-ads/asset/0b1cab4f7f8991d896afd3f4e3395f8680e0dddc26fcfb637f8a5003aaa4a157?mediaType=mp4,USD,36,7964,2023/03/17 21:52:12Z,2023/03/28 06:59:12Z,Patagonia,"235 W Santa Clara St,Ventura,93001,US",,Patagonia,,,,,,18+,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://action.centerforfoodsafety.org/a/sulfoxaflor-23-p
a181ff5289f75cd11e4c8675fcd89d317e72a1561f80c0cffce08b8ede24843f,https://www.snap.com/political-ads/asset/d47fef179884d466fac7017574470347ebee8bb03f5624134b4f1c41a4389caa?mediaType=mp4,USD,312,8391,2023/02/07 05:00:33Z,2023/02/28 04:59:59Z,Red Edge LLC,"2300 Clarendon Blvd,Arlington,22201,US",,NSSF,,,,,FEMALE,25-49,united states,"District of Columbia,Virginia,Maryland,Arizona,Georgia,North Carolina,Colorado,Pennsylvania",,,,,,,,,,,,,,Provided by Advertiser,en,"Education (Bachelor Degree),Occupation (Business, Finance or Mgmt),Occupation (Legal, Education or Health),Occupation (Office & Administrative)",,,web_view_url:https://www.nssfrealsolutions.org/safer-communities/?utm_source=snap&utm_medium=cpm&utm_campaign=20230201
92e3b1434f8b15107654027d05aa5ec45c6c4d8292f11a9610dc68b7bb6a3d04,https://www.snap.com/political-ads/asset/eb7d3d32b9b64bedbd40f784ced65cc359fd12569a689fa08f9383c9bb77dfd9?mediaType=mp4,EUR,100,29985,2023/02/22 08:00:24Z,2023/03/07 23:59:00Z,Patagonia Europe,"Jollemanhof 11,Amsterdam,1061TJ,NL",,Patagonia,,,,,,18+,united kingdom,Bradford,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://actionnetwork.org/petitions/ask-your-mp-to-take-action-for-warm-homes-5?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=SocialAmp-Snapchat-FOE-BradfordMPs-Feb23
2c77e1927d1b642c256670e3bce0293dbe2ebf8d56389de2ede13d2dcce794cc,https://www.snap.com/political-ads/asset/47d753077ef85718296dfbf94c70c5fc296b786260218fd38dc9ab4eecf1be52?mediaType=mp4,USD,284,16701,2023/03/14 15:56:56Z,2023/04/05 01:00:00Z,Priorities USA Action,US,,Priorities USA,,,,,,18+,united states,Wisconsin,,,,,,,,,,,,,,,,,,,
5fb43c43a16b9958b9730cc1044f501879fd72f5abd323d2235706b16a0a64fb,https://www.snap.com/political-ads/asset/c3808da0acc74dbcb15ea0666cb51069dfced8edc469501eda5aff1fe5bc68b6?mediaType=mp4,USD,20,3827,2023/03/17 21:24:58Z,2023/03/28 06:59:58Z,Patagonia,"235 W Santa Clara St,Ventura,93001,US",,Patagonia,,,,,,,united states,,,,,,,"Fresno - Visalia,Sacramento - Stockton - Modesto",,,,,,,,,,,,,web_view_url:https://www.eventbrite.com/e/rural-justice-summit-2023-tickets-546402343117
0f1bdeddd8c1dcaf3807f5ed22db25a9749218a029f30d3aa8619f06211c33f3,https://www.snap.com/political-ads/asset/4aa0c2180e308970c9e3e10d2feaa1d40b871adb9308cdb2bc412c387db613ee?mediaType=mp4,USD,4078,401743,2023/01/20 22:00:06Z,2023/04/01 03:59:00Z,"American Civil Liberties Union, Inc.","125 Broad St., 18th Floor,New York,10004,US",,American Civil Liberties Union,,,,,,18+,united states,,,,,,,"New York,Los Angeles,Chicago,Dallas - Ft. Worth,Houston,Washington,Philadelphia,Atlanta,Miami - Ft. Lauderdale,Phoenix (prescott),Boston (manchester),San Francisco - Oakland - San Jose,Detroit,Seattle - Tacoma,Minneapolis - St. Paul",,,,,,"Advocates & Activists,Philanthropists",,Provided by Advertiser,en,,,,web_view_url:https://www.aclu.org/news/reproductive-freedom/the-future-attacks-abortion-gender-affirming-care-lgbtq-rights?utm_source=sc&utm_medium=pm&utm_campaign={{campaign.name}}&utm_content={{adSet.name}}-{{creative.name}}&utm_term=pm-{{adSet.id}}-{{ad.id}}&initms_aff=nat&initms_chan=pm&initms={{campaign.name}}-{{adSet.name}}-{{creative.name}}&ms_aff=nat&ms_chan=pm&ms={{campaign.name}}-{{adSet.name}}-{{creative.name}}
6b792f939d98e570b340505ba5fc3a48c415227d35437a5abfdbad89dca8a927,https://www.snap.com/political-ads/asset/3821eabc05259d494c0078cea32784801ab68ed69ac0e63c0f589ef399a4979c?mediaType=mp4,USD,24,8424,2023/01/18 08:48:31Z,2023/02/19 10:59:00Z,Rainmakers MSA,"5 Eglon Street, Parnell,Auckland,1052,NZ",,New Zealand National Party,,,,,,18-24,new zealand,Hawkes Bay,,,,,,"Auckland,Dunedin,Hamilton,Palmerston North,Rotorua,Tauranga,Wellington,Christchurch",,,,,,,,Provided by Advertiser,,,,,
944c3121b9cd0bc881624a80a405d804e9035bf4447bcb4fa9d4a6c4514bb912,https://www.snap.com/political-ads/asset/d380f672a7b6db8a037b3544d32378fd0fd52f5e2d43c6082d8511044072a60d?mediaType=mp4,GBP,178,234241,2023/02/01 12:39:09Z,2023/02/28 23:59:00Z,Medialab Group,"3-4a Little Portland Street,London,W1W 7JB,GB",,Mind Charity,,,,,,18-24,united kingdom,,,,,,,,,,,,,"Running Enthusiasts,vac_247,Wellness & Healthy Lifestyle",,Provided by Advertiser,,,,,web_view_url:https://2727.givepenny.com/?utm_medium=paid&utm_source=snapchat&utm_campaign=2727%202023&utm_content=3c0ddd40-377f-4ba7-932d-24e24af0102f
3da6262210728063976bfedff22056d7fb87031114105746d68223002c938bfe,https://www.snap.com/political-ads/asset/6e404ab5cb1703d2712a5bd7f85fa47bc489d5c3c8cc64ac3ab0b97738bb9919?mediaType=jpg,USD,12812,2819036,2023/01/05 05:00:00Z,2023/03/01 04:59:59Z,OpAD Media,"275 Madison Avenue, Suite 2200,New York ,10016,US",,NYC Health,,,,,FEMALE,30-,united states,,"New Jersey,Pennsylvania,Vermont,Massachusetts,Connecticut",,,,,,,"10451,10452,10453,10454,10455,10456,10457,10458,10459,10460,10461,10462,10463,10464,10465,10466,10467,10468,10469,10470,10471,10472,10473,10474,10475,11201,11202,11203,11204,11205,11206,11207,11208,11209,11210,11211,11212,11213,11214,11215,11216,11217,11218,11219,11220,11221,11222,11223,11224,11225,11226,11228,11229,11230,11231,11232,11233,11234,11235,11236,11237,11238,11239,11241,11242,11243,11245,11247,11249,11251,11252,11256,10001,10002,10003,10004,10005,10006,10007,10008,10009,10010,10011,10012,10013,10014,10016,10017,10018,10019,10020,10021,10022,10023,10024,10025,10026,10027,10028,10029,10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10041,10043,10044,10045,10055,10060,10065,10069,10075,10080,10081,10087,10090,10101,10102,10103,10104,10105,10106,10107,10108,10109,10110,10111,10112,10113,10114,10115,10116,10117,10118,10119,10120,10121,10122,10123,10124,10125,10126,10128,10129,10130,10131,10132,10133,10138,10150,10151,10152,10153,10154,10155,10156,10157,10158,10159,10160,10161,10162,10163,10164,10165,10166,10167,10168,10169,10170,10171,10172,10173,10174,10175,10176,10177,10178,10179,10185,10199,10203,10211,10212,10213,10242,10249,10256,10258,10259,10260,10261,10265,10268,10269,10270,10271,10272,10273,10274,10275,10276,10277,10278,10279,10280,10281,10282,10285,10286,11004,11005,11101,11102,11103,11104,11105,11106,11109,11120,11351,11352,11354,11355,11356,11357,11358,11359,11360,11361,11362,11363,11364,11365,11366,11367,11368,11369,11370,11371,11372,11373,11374,11375,11377,11378,11379,11380,11381,11385,11386,11405,11411,11412,11413,11414,11415,11416,11417,11418,11419,11420,11421,11422,11423,11424,11425,11426,11427,11428,11429,11430,11431,11432,11433,11434,11435,11436,11439,11451,11499,11690,11691,11692,11693,11694,11695,11697,10301,10302,10303,10304,10305,10306,10307,10308,10309,10310,10311,10312,10313,10314",,,,,,Provided by Advertiser,en,,,,
0e764af289df80640c94fc5aebdafefb2eae9fb342043f09d9e5a901eca4cb63,https://www.snap.com/political-ads/asset/40a55042c3e3e4e70242038ba9abdd25d2a7669072a7b93fdaaf08119861dae2?mediaType=mp4,USD,19,6008,2023/01/18 08:48:31Z,2023/02/19 10:59:00Z,Rainmakers MSA,"5 Eglon Street, Parnell,Auckland,1052,NZ",,New Zealand National Party,,,,,,18-24,new zealand,Hawkes Bay,,,,,,"Auckland,Dunedin,Hamilton,Palmerston North,Rotorua,Tauranga,Wellington,Christchurch",,,,,,,,Provided by Advertiser,,,,,
fe33a58f531e3c38f0ee84e29282eb21cc03993b5e4997b2fa714e611663d32b,https://www.snap.com/political-ads/asset/6d2051839055601d9b376a8f8ab4c9cb9b135863fa55d14449309ca69ee324f8?mediaType=mp4,USD,253,9461,2023/01/09 15:48:54Z,2023/01/30 04:59:59Z,Red Edge LLC,"2300 Clarendon Blvd,Arlington,22201,US",,NSSF,,,,,FEMALE,25-49,united states,"District of Columbia,Virginia,Maryland,Arizona,Georgia,North Carolina,Colorado,Pennsylvania",,,,,,,,,,,,,,Provided by Advertiser,en,"Education (Bachelor Degree),Occupation (Business, Finance or Mgmt),Occupation (Legal, Education or Health),Occupation (Office & Administrative)",,,web_view_url:https://www.nssfrealsolutions.org/safer-communities/?utm_source=snap&utm_medium=cpm&utm_campaign=20221201
41551686674e388877ebe76b1b6cbcd231af4b3c83b283993c4b7a177c91312f,https://www.snap.com/political-ads/asset/dc04ab4506dad21177524577be85a1886347b37417c814e57a33f4b015c4d266?mediaType=mp4,EUR,31,22017,2023/03/09 22:48:03Z,2023/03/17 21:59:00Z,Katri Savolainen,FI,,Katri Savolaisen tukiryhmä,,,,,,18+,finland,Central Finland,"Central Ostrobothnia,Kainuu,Kymenlaakso,Lapland,North Karelia,Northern Ostrobothnia,Northern Savonia,Ostrobothnia,Paijanne Tavastia,Pirkanmaa,Satakunta,South Karelia,Southern Ostrobothnia,Southern Savonia,Southwest Finland,Tavastia Proper,Uusimaa",,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.katrisavolainen.fi
8c454efa161d567b83ef371b9fe0a855e80ada4d523e63a2ed069765fc319b49,https://www.snap.com/political-ads/asset/b966ee3e39fe2457cd980d8aeddf8581c0f8982acaa40c860fa74e1c83876372?mediaType=mp4,AUD,1076,405276,2023/01/15 13:00:00Z,2023/02/16 12:59:59Z,Omnicom Media Group (Australia) Pty Ltd,"32 Pyrmont Bridge Road Pyrmont NSW 2009 PO Box 66, Pyrmont NSW 2009,,,Sydney,2009,AU",,NSW Electoral Commission,,,,,,18-34,australia,New South Wales,,,,,,,"Sydney - Sutherland,Sydney - Ryde,Sydney - Northern Beaches,Sydney - Eastern Suburbs,Sydney - Outer South West,Sydney - South West,Sydney - Inner West,Sydney - Outer West and Blue Mountains,Sydney - North Sydney and Hornsby,Central Coast,Newcastle and Lake Macquarie",,,,,,,Provided by Advertiser,en,,,,web_view_url:https://ad.doubleclick.net/ddm/trackclk/N9574.3926179SNAPCHATAU/B29086607.354555585;dc_trk_aid=545648642;dc_trk_cid=183730430;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=
e5fff7552ba5db3df35aea961fd4f5dcd9dfef117fdc63156e572d52c97c07f3,https://www.snap.com/political-ads/asset/4b77e8cd7c9d940f2d0c01a6f5b07c19b8e92b56e131780b51cb3b18586cb9ae?mediaType=jpg,EUR,31,9480,2023/02/03 16:37:05Z,2023/04/06 22:00:59Z,Patagonia Europe,"Jollemanhof 11,Amsterdam,1061TJ,NL",,Patagonia,,,,,,18+,france,,,,,,,,,,,,,,,,,,,,web_view_url:https://eu.patagonia.com/gb/en/actionworks/campaigns/your-winter-your-choice/?utm_source=Snapchat&utm_medium=CPC&utm_campaign=Nativve-BCT22Activism-FR-Traffic-Snapchat-Product-Brand
01eda959f46ae442510befdfc63aa8509375972804425a28cd2bee2cb2035b5f,https://www.snap.com/political-ads/asset/4d453bd9f8e497010ef6ee366df6afd9d68a452afdd44fbe2f38c2ee2b35a66e?mediaType=jpg;https://www.snap.com/political-ads/asset/33e8f68e0fe770d70dbca504d35bc058ba3c1400e2bd8615cbb37276329790cd?mediaType=jpg;https://www.snap.com/political-ads/asset/7bfaa5c4c30df2d806442f1ef36982a1158d5e3dea42d89b785d94ec9e6c8093?mediaType=jpg,EUR,1049,288843,2023/02/03 15:38:46Z,2023/04/06 22:00:00Z,Patagonia Europe,"Jollemanhof 11,Amsterdam,1061TJ,NL",,Patagonia,,,,,,18+,united kingdom,,,,,,,,,,,,,,,,,,,,
1f54ec750786909dd6328ed360e8ddc820fa23cb6d9e91fd741424159a8504f6,https://www.snap.com/political-ads/asset/3d9be0aef6186a0cfb47bc50965b4d81ffaeaa609c85add302278825dbcc6e4b?mediaType=jpeg,USD,271,33201,2023/03/12 03:00:52Z,2023/03/20 04:59:00Z,Progress North,"PO Box 1513,Superior,54880,US",Janet Protasiewicz,TAKEACTION MN EDUCATION FUND,,,,,,18+,united states,Wisconsin,,,,,,,,"54806,54546,54514,54527,54855,54517,54846,54850,54861,54891,54847,54856,54814,54821,54832,54827,54844,54865,54839,54816,54880,54874,54873,54849,54838,54854,54864,54836,54820,54842,54890,54552,54555,54459,54556,54513,54537,54515,54524,54843,54896,54876,54835,54862,54828,54867,54834,54534,54547,54559,54550,54525,54565,54536",,,,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Bookworms & Avid Readers,Collegiates,Green Living Enthusiasts,Hipsters & Trendsetters,Political News Watchers,Parents & Family-Focused,Philanthropists,Women's Lifestyle",,Provided by Advertiser,,,,,web_view_url:https://progressnorth.org/beavoter/
1bb5cb72433785d09252807c571523a3f4ddd8be36ead2c9b383f2d029199ca3,https://www.snap.com/political-ads/asset/df2669133aa9f7188d06119850ade33800c5551f3f2e54df5b4378355ceff6ce?mediaType=mp4,USD,1939,65604,2023/01/20 22:00:06Z,2023/04/01 03:59:00Z,"American Civil Liberties Union, Inc.","125 Broad St., 18th Floor,New York,10004,US",,American Civil Liberties Union,,,,,,18+,united states,,,,,,,"New York,Los Angeles,Chicago,Dallas - Ft. Worth,Houston,Washington,Philadelphia,Atlanta,Miami - Ft. Lauderdale,Phoenix (prescott),Boston (manchester),San Francisco - Oakland - San Jose,Detroit,Seattle - Tacoma,Minneapolis - St. Paul",,,,,,"Advocates & Activists,Philanthropists",,Provided by Advertiser,en,,,,web_view_url:https://www.aclu.org/news/lgbtq-rights/brandt-v-rutledge-what-to-know-about-the-arkansas-trial?utm_source=sc&utm_medium=pm&utm_campaign={{campaign.name}}&utm_content={{adSet.name}}-{{creative.name}}&utm_term=pm-{{adSet.id}}-{{ad.id}}&initms_aff=nat&initms_chan=pm&initms={{campaign.name}}-{{adSet.name}}-{{creative.name}}&ms_aff=nat&ms_chan=pm&ms={{campaign.name}}-{{adSet.name}}-{{creative.name}}
5a468ab04eea5afbc3f4c7c6aa84d9cdbdcf680c574dbc459568903216cb28c0,https://www.snap.com/political-ads/asset/92d49d4ec4b0e51b1d69506975d233a2621de172188d6785f585b9e54fb881db?mediaType=mp4,AUD,1513,283396,2023/01/15 13:00:00Z,2023/02/16 12:59:59Z,Omnicom Media Group (Australia) Pty Ltd,"32 Pyrmont Bridge Road Pyrmont NSW 2009 PO Box 66, Pyrmont NSW 2009,,,Sydney,2009,AU",,NSW Electoral Commission,,,,,,18-34,australia,,,,,"latitude -33.868;longitude 151.21;radius 40.0,latitude -32.9273;longitude 151.7813;radius 17.0,latitude -34.4244;longitude 150.8938;radius 17.0,latitude -33.42;longitude 151.396;radius 17.0",,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://ad.doubleclick.net/ddm/trackclk/N9574.3926179SNAPCHATAU/B29086607.354556656;dc_trk_aid=545648642;dc_trk_cid=183449449;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=
c4d964195fea4f1932a995104355e16aefcdd4201a0c2f36a6a897b3b6be2274,https://www.snap.com/political-ads/asset/df2669133aa9f7188d06119850ade33800c5551f3f2e54df5b4378355ceff6ce?mediaType=mp4,USD,2114,88867,2023/01/20 22:00:06Z,2023/04/01 03:59:00Z,"American Civil Liberties Union, Inc.","125 Broad St., 18th Floor,New York,10004,US",,American Civil Liberties Union,,,,,,18+,united states,,,,,,,"New York,Los Angeles,Chicago,Dallas - Ft. Worth,Houston,Washington,Philadelphia,Atlanta,Miami - Ft. Lauderdale,Phoenix (prescott),Boston (manchester),San Francisco - Oakland - San Jose,Detroit,Seattle - Tacoma,Minneapolis - St. Paul",,,,,,"Green Living Enthusiasts,Vegans & Organic Foodies,Beachgoers & Surfers,vac_170,vac_172,Yoga Enthusiasts,vac_264,vac_63",,Provided by Advertiser,en,,,,web_view_url:https://www.aclu.org/news/lgbtq-rights/brandt-v-rutledge-what-to-know-about-the-arkansas-trial?utm_source=sc&utm_medium=pm&utm_campaign={{campaign.name}}&utm_content={{adSet.name}}-{{creative.name}}&utm_term=pm-{{adSet.id}}-{{ad.id}}&initms_aff=nat&initms_chan=pm&initms={{campaign.name}}-{{adSet.name}}-{{creative.name}}&ms_aff=nat&ms_chan=pm&ms={{campaign.name}}-{{adSet.name}}-{{creative.name}}
6b50a26bc8558f96856efc245b81609469c0e11ea44d79a4267bbe0e8f254135,https://www.snap.com/political-ads/asset/2052f6bce23a2545316d5a8897c0495d6bd83760cdcd6f17d833b59dcef4e4a9?mediaType=mp4,USD,145,8335,2023/03/07 15:15:40Z,2023/03/28 03:59:59Z,Red Edge LLC,"2300 Clarendon Blvd,Arlington,22201,US",,NSSF,,,,,FEMALE,25-49,united states,"District of Columbia,Virginia,Maryland,Arizona,Georgia,North Carolina,Colorado,Pennsylvania",,,,,,,,,,,,,,Provided by Advertiser,en,"Education (Bachelor Degree),Occupation (Business, Finance or Mgmt),Occupation (Legal, Education or Health),Occupation (Office & Administrative)",,,web_view_url:https://www.nssfrealsolutions.org/safer-communities/?utm_source=snap&utm_medium=cpm&utm_campaign=20230201
629bbe773faf233b073c824925ad8acff501a5e9bc0243f1688f9c19f5b7d453,https://www.snap.com/political-ads/asset/4586e7e193c40df34ecd9c3355aab0a2d0a44e8f854b43cf7b157fc3b3c593cc?mediaType=mp4,AUD,611,128053,2023/03/16 02:56:25Z,2023/03/19 12:59:00Z,Omnicom Media Group (Australia) Pty Ltd,"32 Pyrmont Bridge Road Pyrmont NSW 2009 PO Box 66, Pyrmont NSW 2009,,,Sydney,2009,AU",,NSW Electoral Commission,,,,,,18+,australia,New South Wales,,,,,,,"Sydney - Sutherland,Sydney - Ryde,Sydney - Baulkham Hills and Hawkesbury,Sydney - North Sydney and Hornsby,Sydney - Blacktown,Sydney - Parramatta,Sydney - Inner South West,Sydney - Outer West and Blue Mountains,Sydney - Inner West,Sydney - South West",,,,,,,Provided by Advertiser,,,,,web_view_url:https://elections.nsw.gov.au/elections/state-government-elections/2023-state-general-election
76310e147d8fbbe6fd674b6bf4a657f291933a2fcc4fab0c3df51a8b5a74ec16,https://www.snap.com/political-ads/asset/638ea9bf3f8e88ebb48bc7a5250d36783ea41d94f5312a8c03f1fef924c9ebc3?mediaType=mp4,GBP,54,77418,2023/02/01 12:39:09Z,2023/02/28 23:59:00Z,Medialab Group,"3-4a Little Portland Street,London,W1W 7JB,GB",,Mind Charity,,,,,,18-24,united kingdom,,,,,,,,,,,,,"Running Enthusiasts,vac_247,Wellness & Healthy Lifestyle",,Provided by Advertiser,,,,,web_view_url:https://2727.givepenny.com/?utm_medium=paid&utm_source=snapchat&utm_campaign=2727%202023&utm_content=f7be790c-8a10-41ef-a775-85fb9b0ce126
e54bd368e2ce42ecbc687cbefd584c57f8c5f8688400ab696fa4a953d2f3f749,https://www.snap.com/political-ads/asset/f626d14a40dc2c06695338a6f6f1d78205acd9338725191c472d5abd7bfd8e3e?mediaType=png,EUR,374,115048,2023/03/08 23:00:00Z,2023/03/13 22:59:00Z,Provincie Utrecht,NL,,Provincie Utrecht,,,,,,18-35,netherlands,Utrecht,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://kiesjouwutrecht.nl/kieskompas/?utm_source=snapchat&utm_medium=social&utm_campaign=olifantmedia-provstatenverkiezingen&utm_content=truus
a4c4b4c54e6ec5faf19c1ebf844aa68b59c869387859a2f65f6e9c85c7cf0345,https://www.snap.com/political-ads/asset/72a6531ae090d94d74d3d5b0681a7d8cb9febe79dfd854512e661569ce4aa70c?mediaType=mp4,USD,16,6144,2023/01/18 08:48:31Z,2023/02/19 10:59:00Z,Rainmakers MSA,"5 Eglon Street, Parnell,Auckland,1052,NZ",,New Zealand National Party,,,,,,18-24,new zealand,Hawkes Bay,,,,,,"Auckland,Dunedin,Hamilton,Palmerston North,Rotorua,Tauranga,Wellington,Christchurch",,,,,,,,Provided by Advertiser,,,,,
